junta_electoral,muni_name,party_acronym_original,party_long,province_id
ARENYS DE MAR,ARENYS DE MAR,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
ARENYS DE MAR,ARENYS DE MAR,PRIMÀRIES ARENYSDE MAR-PRIMÀRIES CATALUNYA,PRIMÀRIES ARENYS DE MAR-PRIMÀRIES CATALUNYA,08
ARENYS DE MAR,ARENYS DE MAR,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,08
ARENYS DE MAR,ARENYS DE MAR,CUP-AMUNT,CANDIDATURA D'UNITAT POPULAR D'ARENYS DE MAR-ALTERNATIVAMUNICIPALISTA,08
ARENYS DE MAR,ARENYS DE MAR,JXA-JXCAT-JUNTS,JUNTS PER ARENYS-JUNTS PER CATALUNYA,08
ARENYS DE MAR,ARENYS DE MAR,AEC,ARENYS EN COMÚ,08
ARENYS DE MAR,ARENYS DE MAR,PP,PARTIDO POPULAR,08
ARENYS DE MAR,ARENYS DE MAR,CS,CIUDADANOS-PARTIDO DE LA CIUDADANIA,08
ARENYS DE MAR,ARENYS DE MUNT,PRIMÀRIES,ARENYS DE MUNT PER LA REPUBLICA-PRIMÀRIES CATALUNYA,08
ARENYS DE MAR,ARENYS DE MUNT,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
ARENYS DE MAR,ARENYS DE MUNT,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,08
ARENYS DE MAR,ARENYS DE MUNT,CUP-AMUNT,CANDIDATURA D'UNITAT POPULAR-ALTERNATIVA MUNICIPALISTA,08
ARENYS DE MAR,ARENYS DE MUNT,JUNTS,JUNTS PER ARENYS DE MUNT,08
ARENYS DE MAR,ARENYS DE MUNT,AM-IDC,ALTERNATIVA MUNICIPAL ARENYS DE MUNT-INDEPENDENTS DE CATALUYNA,08
ARENYS DE MAR,CALELLA,ERC-AM,ESQUERRA REPUBLICANA-ACORD MUNICIPAL,08
ARENYS DE MAR,CALELLA,CEC-EDG,CALELLA EN COMÚ-EN COMÚ GUANYEM,08
ARENYS DE MAR,CALELLA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,08
ARENYS DE MAR,CALELLA,CUP CALELLA-AMUNT,CANDIDATURA D'UNITAT POPULAR DE CALELLA-ALTERNATIVAMUNICIPALISTA,08
ARENYS DE MAR,CALELLA,JUNTS PER CALELLA,JUNTS PER CALELLA,08
ARENYS DE MAR,CALELLA,PODEMOS,PODEMOS,08
ARENYS DE MAR,CALELLA,PP,PARTIDO POPULAR,08
ARENYS DE MAR,CALELLA,CS,CIUDADANOS-PARTIDO DE LA CIUDADANIA,08
ARENYS DE MAR,CAMPINS,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
ARENYS DE MAR,CAMPINS,CXC-ECG,COMPROMESOS PER CAMPINS-EN COMÚ GUANYEM,08
ARENYS DE MAR,CAMPINS,JUNTS,JUNTS PER CAMPINS,08
ARENYS DE MAR,CANET DE MAR,CANIT-IDC,CANET I TU-INDEPENDENTS DE CATALUNYA,08
ARENYS DE MAR,CANET DE MAR,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
ARENYS DE MAR,CANET DE MAR,UDEC,UNIDAD DE CENTRO,08
ARENYS DE MAR,CANET DE MAR,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,08
ARENYS DE MAR,CANET DE MAR,PRIMÀRIES,PRIMARIES CANET DE MAR-PRIMARIES CATALUNYA,08
ARENYS DE MAR,CANET DE MAR,CANETENCS,CANETENCS INDEPENDENTS,08
ARENYS DE MAR,CANET DE MAR,CUP-AMUNT,CANDIDATURA D'UNITAT POPULAR-ALTERNATIVA MUNICIPALISTA,08
ARENYS DE MAR,CANET DE MAR,JUNTS,JUNTS PER CANET,08
ARENYS DE MAR,CANET DE MAR,PP,PARTIDO POPULAR,08
ARENYS DE MAR,CANET DE MAR,SC-ECG,SOM CANET-EN COMÚ GUANYEM,08
ARENYS DE MAR,CANET DE MAR,CS,CIUDADANOS-PARTIDO DE LA CIUDADANIA,08
ARENYS DE MAR,FOGARS DE LA SELVA,IF,INDEPENDENTS FOGARS,08
ARENYS DE MAR,FOGARS DE LA SELVA,AF-CP,ALTERNATIVA FOGARS-CANDIDATURA DE PROGRÉS,08
ARENYS DE MAR,FOGARS DE LA SELVA,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
ARENYS DE MAR,GUALBA,ACORD PER GUALBA-ERC-AM,ACORD PER GUALBA-ESQUERRA REPUBLICANA DE CATALUNYA-ACORDMUNICIPAL,08
ARENYS DE MAR,GUALBA,JUNTS,JUNTS PER GUALBA,08
ARENYS DE MAR,MALGRAT DE MAR,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
ARENYS DE MAR,MALGRAT DE MAR,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÈS,08
ARENYS DE MAR,MALGRAT DE MAR,CUPMALGRAT DE MAR-AMUNT,CANDIDATURA D'UNITAT POPULAR-ALTERNATIVA MUNICIPALISTA,08
ARENYS DE MAR,MALGRAT DE MAR,MEMXJXCAT-JUNTS,JUNTS PER CATALUNYA-MALGRAT ENS MOU,08
ARENYS DE MAR,MALGRAT DE MAR,PODEM,PODEM MALGRAT DE MAR,08
ARENYS DE MAR,MALGRAT DE MAR,PP,PARTIDO POPULAR,08
ARENYS DE MAR,MALGRAT DE MAR,JXM,JUNTS PER MALGRAT,08
ARENYS DE MAR,MALGRAT DE MAR,CS,CIUDADANOS-PARTIDO DE LA CIUDADANIA,08
ARENYS DE MAR,PALAFOLLS,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
ARENYS DE MAR,PALAFOLLS,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,08
ARENYS DE MAR,PALAFOLLS,NPRS,NOSOTROS PARTIDO DE LA REGENERACIÓN SOCIAL,08
ARENYS DE MAR,PALAFOLLS,PP,PARTIDO POPULAR,08
ARENYS DE MAR,PALAFOLLS,CS,CIUDADANOS-PARTIDO DE LA CIUDADANIA,08
ARENYS DE MAR,PALAFOLLS,PEC-ECG,PALAFOLLS EN COMÚ-EN COMÚ GUANYEM,08
ARENYS DE MAR,PALAFOLLS,JUNTS,JUNTS PER CATALUNYA-PALAFOLLS,08
ARENYS DE MAR,PINEDA DE MAR,ERC-JUNTSXPINEDA-AM,ESQUERRA REPUBLICANA DE CATALUNYA-JUNTS PER PINEDA-ACORDMUNICIPAL,08
ARENYS DE MAR,PINEDA DE MAR,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,08
ARENYS DE MAR,PINEDA DE MAR,PEC-ECG,PINEDA EN COMÚ-EN COMÚ GUANYEM,08
ARENYS DE MAR,PINEDA DE MAR,PP,PARTIDO POPULAR,08
ARENYS DE MAR,PINEDA DE MAR,EN MARXA-JXCAT-JUNTS,EN MARXA-JUNTS PER CATALUNYA,08
ARENYS DE MAR,PINEDA DE MAR,CS,CIUDADANOS-PARTIDO DE LA CIUDADANIA,08
ARENYS DE MAR,PINEDA DE MAR,VOX,VOX,08
ARENYS DE MAR,PINEDA DE MAR,EL UNITS,UNITS PER AVANÇAR,08
ARENYS DE MAR,SANT CEBRIÀ DE VALLALTA,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
ARENYS DE MAR,SANT CEBRIÀ DE VALLALTA,TXSC,TOTS PER SANT CEBRIA,08
ARENYS DE MAR,SANT CEBRIÀ DE VALLALTA,SC+,SANT CEBRIÀ SUMA,08
ARENYS DE MAR,SANT CEBRIÀ DE VALLALTA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,08
ARENYS DE MAR,SANT CEBRIÀ DE VALLALTA,JUNTS,JUNTS PER CATALUNYA-SANT CEBRIÀ,08
ARENYS DE MAR,SANT CEBRIÀ DE VALLALTA,AVSC,AGRUPACIÓ VEINS SANT CEBRIÀ,08
ARENYS DE MAR,SANT CEBRIÀ DE VALLALTA,CUP-AMUNT,CANDIDATURA D'UNITAT POPULAR-ALTERNATIVA MUNICIPALISTA,08
ARENYS DE MAR,SANT CELONI,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
ARENYS DE MAR,SANT CELONI,PSC-CP,PARTIT DEL SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,08
ARENYS DE MAR,SANT CELONI,CUP-AMUNT,CUP SANT CELONI I LA BATLLÒRIA-ALTERNATIVA MUNICIPALISTA,08
ARENYS DE MAR,SANT CELONI,JXCAT-JUNTS,JUNTS PER CATALUNYA SANT CELONI I LA BATLLÒRIA,08
ARENYS DE MAR,SANT CELONI,PODEMOS,PODEMOS SANT CELONI,08
ARENYS DE MAR,SANT CELONI,CS,CIUDADANOS-PARTIDO DE LA CIUDADANIA,08
ARENYS DE MAR,SANT ESTEVE DE PALAUTORDERA,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
ARENYS DE MAR,SANT ESTEVE DE PALAUTORDERA,VR-CUP-AMUNT,VALLFLORIDA REPUBLICANA-CUP-ALTERNATIVA MUNICIPALISTA,08
ARENYS DE MAR,SANT ESTEVE DE PALAUTORDERA,JUNTS,JUNTS PER SANT ESTEVE,08
ARENYS DE MAR,SANT ISCLE DE VALLALTA,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
ARENYS DE MAR,SANT ISCLE DE VALLALTA,SPSI-ECG,SOM-HI PER SANT ISCLE-EN COMÚ GUANYEM,08
ARENYS DE MAR,SANT ISCLE DE VALLALTA,JUNTS,JUNTS PER SANT ISCLE,08
ARENYS DE MAR,SANT ISCLE DE VALLALTA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,08
ARENYS DE MAR,SANT POL DE MAR,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
ARENYS DE MAR,SANT POL DE MAR,JXCAT,JUNTS PER CATALUNYA-SANT POL DE MAR,08
ARENYS DE MAR,SANT POL DE MAR,CUP SANTPOL-AMUNT,CANDIDATURA D'UNITAT POPULAR DE SANT POL DE MAR-ALTERNATIVA MUNICIPALISTA,08
ARENYS DE MAR,SANT POL DE MAR,PP,PARTIDO POPULAR,08
ARENYS DE MAR,SANT POL DE MAR,JUNTS,JUNTS PER SANT POL,08
ARENYS DE MAR,SANT POL DE MAR,PSC-CP,PARTIT DELS SOCIALISTES-CANDIDATURA DE PROGRÉS,08
ARENYS DE MAR,SANT POL DE MAR,CONVERGENTS,CONVERGENTS,08
ARENYS DE MAR,SANTA MARIA DE PALAUTORDERA,CUP-AMUNT,CUP PALAUTORDERA-ALTERNATIVA MUNICIPALISTA,08
ARENYS DE MAR,SANTA MARIA DE PALAUTORDERA,JUNTS,JUNTS PER PALAU,08
ARENYS DE MAR,SANTA MARIA DE PALAUTORDERA,ERC-PD-AM,ESQUERRA REPUBLICANA DE CATALUNYA-PALAU DECIDEIX-ACORDMUNICIPAL,08
ARENYS DE MAR,SANTA MARIA DE PALAUTORDERA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,08
ARENYS DE MAR,SANTA SUSANNA,ERC-SEE-AM,ESQUERRA REPUBLICANA DE CATALUNYA-SANTA SUSANNA ENDAVANTACORD MUNICIPAL,08
ARENYS DE MAR,SANTA SUSANNA,CS,CIUDADANOS-PARTIDO DE LA CIUDADANIA,08
ARENYS DE MAR,SANTA SUSANNA,JUNTS-ECG,JUNTS FEM SANTA SUSANNA-EN COMÚ GUANYEM,08
ARENYS DE MAR,SANTA SUSANNA,NPRS,NOSOTROS PARTIDO DE LA REGENERACIÓN SOCIAL,08
ARENYS DE MAR,SANTA SUSANNA,CASS,COMPROMESOS AMB SANTA SUSANNA,08
ARENYS DE MAR,SANTA SUSANNA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,08
ARENYS DE MAR,SANTA SUSANNA,AIS-JUNTS,ARA I SEMPRE SANTA SUSANNA-JUNTS,08
ARENYS DE MAR,TORDERA,MT-IDC,MÉS TORDERA-INDEPENDENTS DE CATALUNYA,08
ARENYS DE MAR,TORDERA,ERC-GDT-JOVENT-AM,ESQUERRA REPUBLICANA DE CATALUNYA-GENT DE TORDERA-JOVENTREPUBLICÀ-ACORD MUNICIPAL,08
ARENYS DE MAR,TORDERA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,08
ARENYS DE MAR,TORDERA,ECP-T-ECG,EN COMÚ PODEM TORDERA-EN COMÚ GUANYEM,08
ARENYS DE MAR,TORDERA,MVXT,MOVIMENT VEÏNAL X TORDERA,08
ARENYS DE MAR,TORDERA,CUP-AMUNT,CANDIDATURA D'UNITAT POPULAR DE TORDERA-ALTERNATIVAMUNICIPALISTA,08
ARENYS DE MAR,TORDERA,JXCAT-JUNTS,JUNTS PER TORDERA-JXCAT,08
ARENYS DE MAR,TORDERA,PP,PARTIDO POPULAR,08
ARENYS DE MAR,TORDERA,CS,CIUDADANOS-PARTIDO DE LA CIUDADANIA,08
ARENYS DE MAR,VALLGORGUINA,CONTIGO,CONTIGO SOMOS DEMOCRACIA,08
ARENYS DE MAR,VALLGORGUINA,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
ARENYS DE MAR,VALLGORGUINA,CUPV-AMUNT,CANDIDATURA D'UNITAT POPULAR DE VALLGORGUINA-ALTERNATIVAMUNICIPALISTA,08
ARENYS DE MAR,VALLGORGUINA,JXV-JUNTS,JUNTS PER VALLAGORGUINA,08
ARENYS DE MAR,VILALBA SASSERRA,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
ARENYS DE MAR,VILALBA SASSERRA,JUNTS,JUNTS PER VILALBA SASSERRA,08
BARCELONA,BADALONA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-UNITS-CANDIDATURA DE PROGRÉS,08
BARCELONA,BADALONA,TEB,TÚ ERES BADALONA,08
BARCELONA,BADALONA,GBEC-ERC-AVANCEM-MES-AM,GUANYEM BADALONA EN COMÚ-ESQUERRAREPUBLICANA DE CATALUNYA-AVANCEM-MES-ACORD MUNICIPAL,08
BARCELONA,BADALONA,SOMI,SOM IDENTITARIS,08
BARCELONA,BADALONA,A.G.T.,ASSEMBLEA GENT TRASPARENT PER BADALONA,08
BARCELONA,BADALONA,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
BARCELONA,BADALONA,PP,PARTIT POPULAR / PARTIDO POPULAR,08
BARCELONA,BADALONA,JXCAT-JUNTS,JUNTS PER CATALUNYA-BADALONA,08
BARCELONA,BADALONA,VOX,VOX,08
BARCELONA,BADALONA,BCOMÚP-ECG,BADALONA EN COMÚ PODEM-EN COMÚ GUANYEM,08
BARCELONA,BARCELONA,FC'S,FUERZA CIUDADANA-FORÇA CIUTADANA,08
BARCELONA,BARCELONA,(BCAPPRIMÀRIES,BARCELONA ÉS CAPITAL-PRIMÀRIES,08
BARCELONA,BARCELONA,ERC + BCN-NOVA-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ERNESTMARAGALL ALCALDE + BCN-NOVA-ACORD MUNICIPAL,08
BARCELONA,BARCELONA,BCN CANVI-CS,BARCELONA PEL CANVI-CIUTADANS,08
BARCELONA,BARCELONA,CAPGIREM BCN-AMUNT,CUP-CAPGIREM BARCELONA-ALTERNATIVAMUNICIPALISTA,08
BARCELONA,BARCELONA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-COMPROMÍSPER BARCELONA-UNITS-CANDIDATURA DE PROGRÉS,08
BARCELONA,BARCELONA,PP,PARTIT POPULAR /PARTIDO POPULAR,08
BARCELONA,BARCELONA,PACT,ACTÚA,08
BARCELONA,BARCELONA,JUNTS,JUNTS,08
BARCELONA,BARCELONA,BARCELONA EN COMÚ-ECG,BARCELONA EN COMÚ-EN COMÚ GUANYEM,08
BARCELONA,BARCELONA,PACMA,PARTIT ANIMALISTA CONTRA EL MALTRACTAMENTANIMAL-PACMA,08
BARCELONA,BARCELONA,CNV,CONVERGENTS,08
BARCELONA,BARCELONA,PCPC,PARTIT COMUNISTA DEL POBLE DE CATALUNYA,08
BARCELONA,BARCELONA,PFIV,PARTIT FAMILIA I VIDA,08
BARCELONA,BARCELONA,FE DE LAS JONS,FALANGE ESPAÑOLA DE LAS J.O.N.S.,08
BARCELONA,BARCELONA,DE CENTRO IZQUIERDA DE ESPAÑA,DCIDE,08
BARCELONA,BARCELONA,ESCAÑOS EN BLANCO,ESCONS EN BLANC,08
BARCELONA,BARCELONA,PUM+J,PER UN MÓN MÉS JUST,08
BARCELONA,BARCELONA,P-LIB,PARTIT LLIBERTARI,08
BARCELONA,BARCELONA,NP R S,NOSOTROS PARTIDO DE LA REGENERACIÓN SOCIAL,08
BARCELONA,BARCELONA,EVE,ELS VERDS ECOPACIFISTES,08
BARCELONA,BARCELONA,VOX,VOX,08
BARCELONA,BARCELONA,BCN ETS TU,BARCELONA ETS TU,08
BARCELONA,BARCELONA,P.D.S.J.E.,PARTIDO DEMÓCRATA SOCIAL JUBILADOS EUROPEOS,08
BARCELONA,BARCELONA,UNIDOS SI,UNIDOS SI,08
BARCELONA,SANT ADRIÀ DE BESÒS,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,08
BARCELONA,SANT ADRIÀ DE BESÒS,ERC-AVANCEM-AM,ESQUERRA REPUBLICANA DE CATALUNYA-AVANCEM-ACORD MUNICIPAL,08
BARCELONA,SANT ADRIÀ DE BESÒS,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
BARCELONA,SANT ADRIÀ DE BESÒS,SAEC,SANT ADRIÀ EN COMÚ,08
BARCELONA,SANT ADRIÀ DE BESÒS,PP,PARTIT POPULAR / PARTIDO POPULAR,08
BARCELONA,SANT ADRIÀ DE BESÒS,MES-SANT ADRIÀ,MES MOVIMENT D'ESQUERRES,08
BARCELONA,SANT ADRIÀ DE BESÒS,JXCAT-JUNTS,JUNTS PER CATALUNYA-SANT ADRIÀ,08
BARCELONA,SANT ADRIÀ DE BESÒS,MSA-ECG,MOVEM SANT ADRIÀ-EN COMÚ GUANYEM,08
BARCELONA,SANT ADRIÀ DE BESÒS,VOX,VOX,08
BARCELONA,SANTA COLOMA DE GRAMENET,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,08
BARCELONA,SANTA COLOMA DE GRAMENET,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORDMUNICIPAL,08
BARCELONA,SANTA COLOMA DE GRAMENET,CS,"CIUTADANS, PARTIDO DE LA CIUDADANÍA",08
BARCELONA,SANTA COLOMA DE GRAMENET,SG-AMUNT,SOM GRAMENET-ALTERNATIVA MUNICIPALISTA,08
BARCELONA,SANTA COLOMA DE GRAMENET,PP,PARTIT POPULAR / PARTIDO POPULAR,08
BARCELONA,SANTA COLOMA DE GRAMENET,ECP-SCG-ECG,EN COMÚ PODEM SANTA COLOMA-EN COMÚ GUANYEM,08
BARCELONA,SANTA COLOMA DE GRAMENET,CNV,CONVERGENTS,08
BARCELONA,SANTA COLOMA DE GRAMENET,PCPC,PARTIT COMUNISTA DEL POBLE DE CATALUNYA,08
BARCELONA,SANTA COLOMA DE GRAMENET,JXCAT-JUNTS,JUNTS PER CATALUNYA-SANTA COLOMA,08
BARCELONA,SANTA COLOMA DE GRAMENET,VOX,VOX,08
BERGA,ALPENS,JXCAT-JUNTS,JUNTS PER ALPENS,08
BERGA,ALPENS,IA-AM,IMPULSEM ALPENS-ACORD MUNICIPAL,08
BERGA,AVIÀ,ERC-FA-AM,ESQUERRA REPUBLICANA DE CATALUNYA-FEM AVIÀ-ACORDMUNICIPAL,08
BERGA,AVIÀ,SA,SOM AVIÀ,08
BERGA,BAGÀ,AEBE,AGRUPACIÓ D'ELECTORS BAGÀ ENDAVANT,08
BERGA,BAGÀ,CXB-CP,COMPROMÍS PER BAGÀ-CANDIDATURA DE PROGRÉS,08
BERGA,BAGÀ,JXB-AM,JUNTS PER BAGÀ-ACORD MUNICIPAL,08
BERGA,BERGA,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA BERGA-ACORDMUNICIPAL,08
BERGA,BERGA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
BERGA,BERGA,PP,PARTIT POPULAR/PARTIDO POPULAR,08
BERGA,BERGA,BEC-ECG,BERGA EN COMÚ-EN COMÚ GUANYEM,08
BERGA,BERGA,DB,DECIDIM BERGA,08
BERGA,BERGA,CUP-AMUNT,CANDIDATURA D'UNITAT POPULAR-ALTERNATIVAMUNICIPALISTA,08
BERGA,BERGA,CS,CIUDADANOS-PARTIDO DE LA CIUDADANIA,08
BERGA,BERGA,JXCAT-JUNTS,JUNTS PER BERGA,08
BERGA,BORREDÀ,INDEPENDIENTE,TREBALLEM A I PER BORREDÀ-PEY SAURÍ,08
BERGA,BORREDÀ,VDP-AM,VA DE POBLE-ACORD MUNICIPAL,08
BERGA,BORREDÀ,TJB-AMUNT,TREBALLEM JUNTS PER BORREDÀ-ALTERNATIVAMUNICIPALISTA,08
BERGA,CAPOLAT,NA,ENDAVANT PER CAPOLAT-AGRUPACIÓN DE ELECTORES,08
BERGA,CAPOLAT,SC-AM,SOM CAPOLAT-ACORD MUNICIPAL,08
BERGA,CARDONA,JUNTS,JUNTS PER CARDONA,08
BERGA,CARDONA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
BERGA,CARDONA,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
BERGA,CARDONA,CS,CIUDADANOS-PARTIDO DE LA CIUDADANIA,08
BERGA,CASSERRES,SC-AM,SOM CASSERRES-ACORD MUNICIPAL,08
BERGA,CASTELL DE L'ARENY,JUNTS,DEMÒCRATES DEL BERGUEDÀ-CASTELL DE L'ARENY-JUNTS,08
BERGA,CASTELLAR DE N'HUG,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
BERGA,CASTELLAR DE N'HUG,JXCAT-JUNTS,JUNTS PER CASTELLAR DE N'HUG,08
BERGA,CASTELLAR DEL RIU,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
BERGA,CASTELLAR DEL RIU,JXCAT-JUNTS,JUNTS PER CASTELLAR DEL RIU,08
BERGA,CERCS,P.I.B.E.R.,PARTIT INDEPENDENT DEL BERGUEDA,08
BERGA,CERCS,JUNTS,DEMÒCRATES DEL BERGUEDÀ-CERCS-JUNTS,08
BERGA,CERCS,TFC-AM,TOTS FEM CERCS-ACORD MUNICIPAL,08
BERGA,"ESPUNYOLA, L'",PDR-AM,PEU DE ROCA-ACORD MUNICIPAL,08
BERGA,"ESPUNYOLA, L'",JXCAT-JUNTS,JUNTS PER L'ESPUNYOLA,08
BERGA,FÍGOLS,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
BERGA,FÍGOLS,JXCAT-JUNTS,JUNTS PER FÍGOLS,08
BERGA,GIRONELLA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
BERGA,GIRONELLA,PP,PARTIT POPULAR/PARTIDO POPULAR,08
BERGA,GIRONELLA,ERC-AR-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD REPUBLICÀ-ACORD MUNICIPAL,08
BERGA,GIRONELLA,JXCAT-JUNTS,JUNTS PER GIRONELLA,08
BERGA,GISCLARENY,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
BERGA,GUARDIOLA DE BERGUEDÀ,AD'EG,AGRUPACIÓ D'ELECTORS DE GUARDIOLA,08
BERGA,GUARDIOLA DE BERGUEDÀ,JXCATJUNTS,JUNTS PER CATALUNYA-GUARDIOLA DE BERGUEDÀ,08
BERGA,LLUÇÀ,IPLISE-AM,INDEPENDENTS PER LLUÇÀ I SANTA EULÀLIA-ACORDMUNICIPAL,08
BERGA,MONTCLAR,M-AM,MONTCLAR-ACORD MUNICIPAL,08
BERGA,MONTMAJOR,FP-AM,FEM POBLE-ACORD MUNICIPAL,08
BERGA,MONTMAJOR,JXCAT-JUNTS,JUNTS PER MONTMAJOR,08
BERGA,"NOU DE BERGUEDÀ, LA",SOMPOBLE,SOM POBLE GRUP D'ELECTORS DE LA NOU I MALANYEU,08
BERGA,"NOU DE BERGUEDÀ, LA",JXCAT-JUNTS,JUNTS PER LA NOU DEL BERGUEDÀ,08
BERGA,OLVAN,CUP-AMUNT,CANDIDATURA D'UNITAT POPULAR-ALTERNATIVAMUNICIPALISTA,08
BERGA,OLVAN,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
BERGA,OLVAN,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,08
BERGA,"POBLA DE LILLET, LA",ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA LA POBLA DELILLET-ACORD MUNICIPAL,08
BERGA,"POBLA DE LILLET, LA",JXCAT-JUNTS,JUNTS PER LA POBLA DE LILLET,08
BERGA,PRATS DE LLUÇANÈS,MP,MOVEM PRATS,08
BERGA,PRATS DE LLUÇANÈS,RAP,REPÚBLICA ACTIVA DE PRATS DE LLUÇANÈS,08
BERGA,PRATS DE LLUÇANÈS,JXCAT-JUNTS,JUNTS PER PRATS,08
BERGA,PRATS DE LLUÇANÈS,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
BERGA,PUIG-REIG,JXCAT-JUNTS,JUNTS PER CATALUNYA-PUIG-REIG,08
BERGA,PUIG-REIG,JXP-R-ERC-AM,JUNTS PER PUIG-REIG ESQUERRA REPUBLICANA DECATALUNYA-ACORD MUNICIPAL,08
BERGA,"QUAR, LA",ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
BERGA,SAGÀS,AES,AGRUPACIÓ D'ELECTORS DE SAGÀS,08
BERGA,SALDES,TSP-AM,TOTS SOM POBLE-ACORD MUNICIPAL,08
BERGA,SANT JAUME DE FRONTANYÀ,CXSJF-CP,COMPROMÍS PER SANT JAUME DE FRONTANYÀ-CANDIDATURADE PROGRÉS,08
BERGA,SANT JAUME DE FRONTANYÀ,SJF-AMUNT,SANT JAUME DE FRONTANYÀ-ALTERNATIVA MUNICIPALISTA,08
BERGA,SANT JAUME DE FRONTANYÀ,SJA-AM,SANT JAUME AVANÇA-ACORD MUNICIPAL,08
BERGA,SANT JULIÀ DE CERDANYOLA,CERDANYOLA-AM,CERDANYOLA-ACORD MUNICIPAL,08
BERGA,SANT MARTÍ D'ALBARS,JXCAT-JUNTS,JUNTS PER CATALUNYA-SANT MARTÍ D'ALBARS,08
