junta_electoral,muni_name,party_acronym_original,party_long,province_id
LLEIDA,TORREFARRERA,PP,PARTIT POPULAR/PARTIDO POPULAR,25
LLEIDA,TORREGROSSA,CXT-CP,COMPROMÍS PER TORREGROSSA-CANDIDATURA DE PROGRÉS,25
LLEIDA,TORREGROSSA,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
LLEIDA,TORRES DE SEGRE,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,25
LLEIDA,TORRES DE SEGRE,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
LLEIDA,TORRES DE SEGRE,PP,PARTIDO POPULAR,25
LLEIDA,TORRES DE SEGRE,JXCAT-JUNTS,JUNTS PER TORRES,25
LLEIDA,TORRE-SERONA,TE-CP,TORRE-SERONA ENDAVANT-CANDIDATURA DE PROGRÉS,25
LLEIDA,TORRE-SERONA,JXCAT-JUNTS,JUNTS PER TORRE-SERONA,25
LLEIDA,VILANOVA DE LA BARCA,TSV-AM,TOTS SOM VILANOVA-ACORD MUNICIPAL,25
LLEIDA,VILANOVA DE LA BARCA,JUNTS,JUNTS PER VILANOVA DE LA BARCA,25
LLEIDA,VILA-SANA,IV-AM,INDEPENDENTS PER VILA-SANA-ACORD MUNICIPAL,25
LLEIDA,VILA-SANA,JUNTS,JUNTS PER VILA-SANA,25
LLEIDA,"VILOSELL, EL",SV-AM,SOM VILOSELL-ACORD MUNICIPAL,25
LLEIDA,"VILOSELL, EL",PP,PARTIT POPULAR/PARTIDO POPULAR,25
LLEIDA,"VILOSELL, EL",JUNTS,JUNTS PEL VILOSELL,25
LLEIDA,"VILOSELL, EL",IXV-CP,INDEPENDENTS PEL VILOSELL-CANDIDATURA DE PROGRÉS,25
LLEIDA,VINAIXA,CAV-AM,COMPROMÍS AMB VINAIXA-ACORD MUNICIPAL,25
LLEIDA,VINAIXA,JXCAT-JUNTS,JUNTS PER VINAIXA,25
LLEIDA,EMD PLA DE LA FONT,PP,PARTIT POPULAR/PARTIDO POPULAR,25
LLEIDA,EMD PLA DE LA FONT,IXPF-CP,INDEPENDENTS X PLA DE LA FONT-CANDIDATURA DE PROGRÉS,25
LLEIDA,EMD RAIMAT,GRUP INICIATIVA PER RAÏMAT,GIR,25
LLEIDA,EMD SUCS,AIXS-CP,AGRUPACIÓ D'INDEPENDENTS X SUCS-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,ALÀS I CERC,CXAC-CP,COMPROMÍS X ALÀS I CERC-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,ALÀS I CERC,JXCAT-JUNTS,JUNTS PER ALÀS I CERC,25
LA SEU D'URGELL,ARSÈGUEL,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
LA SEU D'URGELL,ARSÈGUEL,CXA-CP,COMPROMÍS X ARSÈGUEL-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,ARSÈGUEL,JXCAT-JUNTS,JUNTS PER ARSÈGUEL,25
LA SEU D'URGELL,BASSELLA,CXB-CP,COMPROMÍS X BASSELLA-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,BASSELLA,BASELLA SOM TOTS,BASSELLA SOM TOTS,25
LA SEU D'URGELL,BASSELLA,JXCAT-JUNTS,JUNTS PER BASSELLA,25
LA SEU D'URGELL,BELLVER DE CERDANYA,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
LA SEU D'URGELL,BELLVER DE CERDANYA,EN-CERD,ENDAVANT CERDANYA,25
LA SEU D'URGELL,BELLVER DE CERDANYA,JXCAT-JUNTS,JUNTS PER BELLVER I BATLLIA,25
LA SEU D'URGELL,CABÓ,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
LA SEU D'URGELL,CABÓ,CXC-CP,COMPROMÍS X CABÓ-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,CABÓ,PP,PARTIDO POPULAR,25
LA SEU D'URGELL,CABÓ,JXCAT-JUNTS,JUNTS PER LA VALL DE CABÓ,25
LA SEU D'URGELL,CASTELLAR DE LA RIBERA,ERC-AM,ACORD MUNICIPAL PER CASTELLAR DE LA RIBERA-ACORD MUNICIPAL,25
LA SEU D'URGELL,CASTELLAR DE LA RIBERA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,CASTELLAR DE LA RIBERA,JUNTS,JUNTS PER CASTELLAR DE LA RIBERA,25
LA SEU D'URGELL,CAVA,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
LA SEU D'URGELL,CAVA,CUP-AMUNT,CANDIDATURA D'UNITAT POPULAR-ALTERNATIVA MUNICIPALISTA,25
LA SEU D'URGELL,CAVA,PSC,COMPROMÍS X CAVA-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,CAVA,JXCAT-JUNTS,JUNTS PER CAVA,25
LA SEU D'URGELL,CLARIANA DE CARDENER,ICC-AM,INDEPENDENTS PER CLARIANA DE CARDENER-AM,25
LA SEU D'URGELL,CLARIANA DE CARDENER,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,CLARIANA DE CARDENER,JUNTS,JUNTS PER CLARIANA DE CARDENER,25
LA SEU D'URGELL,COLL DE NARGÓ,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
LA SEU D'URGELL,COLL DE NARGÓ,CXCN-CP,COMPROMÍS X COLL DE NARGÓ-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,COLL DE NARGÓ,JXCAT-JUNTS,JUNTS PER COLL DE NARGÓ,25
LA SEU D'URGELL,"COMA I LA PEDRA, LA",ICIP-AM,INDEPENDENTS PER LA COMA I LA PEDRA-ACORD MUNICIPAL,25
LA SEU D'URGELL,"COMA I LA PEDRA, LA",JUNTS,JUNTS PER LA COMA I LA PEDRA,25
LA SEU D'URGELL,ESTAMARIU,CXE-CP,COMPROMÍS X ESTAMARIU-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,ESTAMARIU,JXCAT-JUNTS,JUNTS PER ESTAMARIU,25
LA SEU D'URGELL,FÍGOLS I ALINYÀ,CXFA-CP,COMPROMÍS X FÍGOLS I ALINYÀ-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,FÍGOLS I ALINYÀ,JXCAT-JUNTS,JUNTS PER FÍGOLS I ALINYÀ,25
LA SEU D'URGELL,FÍGOLS I ALINYÀ,ERM-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
LA SEU D'URGELL,GÓSOL,PG-AM,PER GÒSOL TOTS JUNTS-ACORD MUNICIPAL,25
LA SEU D'URGELL,GÓSOL,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,GÓSOL,JUNTSXCAT-JUNTS,JUNTS PER GÓSOL,25
LA SEU D'URGELL,GUIXERS,JPVA-AM,ENDAVANT GUIXERS-ACORD MUNICIPAL,25
LA SEU D'URGELL,GUIXERS,CUP-AMUNT,CANDIDATURA D'UNITAT POPULAR DE GUIXERS-ALTERNATIVA MUNICIPALISTA,25
LA SEU D'URGELL,GUIXERS,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,GUIXERS,IPG-JUNTS,INDEPENDENTS PER GUIXERS,25
LA SEU D'URGELL,JOSA I TUIXÉN,ET-AM,ENDAVANT TUIXENT-ACORD MUNICIPAL,25
LA SEU D'URGELL,JOSA I TUIXÉN,CXJT-CP,COMPROMÍS X JOSA I TUIXÉN-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,JOSA I TUIXÉN,JXCAT-JUNTS,JUNTS PER JOSA I TUIXÉN,25
LA SEU D'URGELL,LLADURS,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
LA SEU D'URGELL,LLADURS,CUP-AMUNT,CANDIDATURA D'UNITAT POPULAR DE LLADURS-ALTERNATIVA MUNICIPALISTA,25
LA SEU D'URGELL,LLADURS,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,LLADURS,JUNTS,JUNTS PER LLADURS,25
LA SEU D'URGELL,LLES DE CERDANYA,IPLIC-AM,INDEPENDENTS PER LLES DE CERDANYA-ACORD MUNICIPAL,25
LA SEU D'URGELL,LLOBERA,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
LA SEU D'URGELL,LLOBERA,INDEPENDENTS PER LLOBERA,INDEPENDENTS PER LLOBERA,25
LA SEU D'URGELL,LLOBERA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,LLOBERA,JUNTS,JUNTS PER LLOBERA,25
LA SEU D'URGELL,MONTELLÀ I MARTINET,PMM-AM,PER MONTELLÀ I MARTINET,25
LA SEU D'URGELL,MONTFERRER I CASTELLBÒ,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
LA SEU D'URGELL,MONTFERRER I CASTELLBÒ,CXMC-CP,COMPROMÍS X MONTFERRER I CASTELLBÒ-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,MONTFERRER I CASTELLBÒ,JXCAT-JUNTS,JUNTS PER MONTFERRER-CASTELLBÒ,25
LA SEU D'URGELL,NAVÈS,JUNTS,JUNTS PER NAVÈS,25
LA SEU D'URGELL,ODÈN,ODEN-AM,ACORD MUNICIPAL ODÈN-ACORD MUNICIPAL,25
LA SEU D'URGELL,ODÈN,AEO,AGRUPACIÓ D'ELECTORS D'ODÈN,25
LA SEU D'URGELL,ODÈN,JUNTS,JUNTS PER ODÉN,25
LA SEU D'URGELL,OLIANA,JXCAT-JUNTS,JUNTS PER OLIANA,25
LA SEU D'URGELL,OLIANA,FO-AM,FEM OLIANA-ACORD MUNICIPAL,25
LA SEU D'URGELL,OLIANA,CXO-CP,COMPROMÍS X OLIANA-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,OLIUS,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
LA SEU D'URGELL,OLIUS,AEIO,AGRUPACIÓ D'ELECTORS INDEPENDENTS PER OLIUS,25
LA SEU D'URGELL,OLIUS,JUNTS,JUNTS PER OLIUS,25
LA SEU D'URGELL,ORGANYÀ,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
LA SEU D'URGELL,ORGANYÀ,CXO-CP,COMPROMÍS X ORGANYÀ-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,ORGANYÀ,JXCAT-JUNTS,JUNTS PER ORGANYÀ,25
LA SEU D'URGELL,PERAMOLA,UPM-AM,UNITS PEL MUNICIPI-ACORD MUNICIPAL,25
LA SEU D'URGELL,PERAMOLA,CXP-CP,COMPROMÍS X PERAMOLA-CANDIDATURA PER PROGRÉS,25
LA SEU D'URGELL,PINELL DE SOLSONÈS,PDS-AM,PINELL DE SOLSONÈS-ACORD MUNICIPAL,25
LA SEU D'URGELL,PINELL DE SOLSONÈS,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,PINELL DE SOLSONÈS,JUNTS,JUNTS PER PINELL,25
LA SEU D'URGELL,PINÓS,IDP-AM,INDEPENDENTS DE PINÓS-ACORD MUNICIPAL,25
LA SEU D'URGELL,PINÓS,JUNTS,JUNTS PER PINÓS,25
LA SEU D'URGELL,"PONT DE BAR, EL",ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
LA SEU D'URGELL,"PONT DE BAR, EL",JXCAT-JUNTS,JUNTS PEL PONT DE BAR,25
LA SEU D'URGELL,"PONT DE BAR, EL",C.A.P.B.T.A,JUNTS FEM POBLE,25
LA SEU D'URGELL,"PONT DE BAR, EL",CXPB-CP,COMPROMÍS X PONT DE BAR-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,PRATS I SANSOR,JFP-AM,JUNTS FEM PRATS-ACORD MUNICIPAL,25
LA SEU D'URGELL,PRATS I SANSOR,CXPS-CP,COMPROMÍS X PRATS I SANSOR-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,PRATS I SANSOR,JXCAT-JUNTS,JUNTS PER PRATS I SANSOR,25
LA SEU D'URGELL,PRULLANS,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
LA SEU D'URGELL,PRULLANS,CXP-CP,COMPROMÍS X PRULLANS-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,PRULLANS,JXCAT-JUNTS,JUNTS PER PRULLANS,25
LA SEU D'URGELL,RIBERA D'URGELLET,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
LA SEU D'URGELL,RIBERA D'URGELLET,JXCAT-JUNTS,JUNTS PER RIBERA D'URGELLET,25
LA SEU D'URGELL,RIBERA D'URGELLET,CXRU-CP,COMPROMÍS X RIBERA D'URGELLET-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,RINER,AEI-RINER,AGRUPACIÓ D'ELECTORS INDEPENDENTS DE RINER,25
LA SEU D'URGELL,RINER,IPR-AM,INDEPENDENTS PER RINER-ACORD MUNICIPAL,25
LA SEU D'URGELL,RIU DE CERDANYA,IRC,INDEPENDENTS RIU DE CERDANYA,25
LA SEU D'URGELL,RIU DE CERDANYA,CXRC-CP,COMPROMÍS X RIU DE CERDANYA-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,RIU DE CERDANYA,JXCAT-JUNTS,JUNTS PER RIU,25
LA SEU D'URGELL,SANT LLORENÇ DE MORUNYS,PITEUS-AM,PITEUS PER SANT LLORENÇ-ACORD MUNICIPAL,25
LA SEU D'URGELL,SANT LLORENÇ DE MORUNYS,JUNTS,JUNTS PER SANT LLORENÇ DE MORUNYS,25
LA SEU D'URGELL,"SEU D'URGELL, LA",ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
LA SEU D'URGELL,"SEU D'URGELL, LA",CUP-AMUNT,CANDIDATURA D'UNITAT POPULAR-ALTERNATIVA MUNICIPALISTA,25
LA SEU D'URGELL,"SEU D'URGELL, LA",LSEC-ECG,LA SEU EN COMÚ-EN COMÚ GUANYEM,25
LA SEU D'URGELL,"SEU D'URGELL, LA",CXS-CP,COMPROMÍS X LA SEU-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,"SEU D'URGELL, LA",CS,"CIUTADANS, PARTIDO DE LA CIUDADANÍA",25
LA SEU D'URGELL,"SEU D'URGELL, LA",PP,PARTIDO POPULAR,25
LA SEU D'URGELL,"SEU D'URGELL, LA",JXCAT,JUNTS PER LA SEU,25
LA SEU D'URGELL,"SEU D'URGELL, LA",VOX,VOX,25
LA SEU D'URGELL,SOLSONA,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA,25
LA SEU D'URGELL,SOLSONA,APS CUP-AMUNT,ALTERNATIVA PER SOLSONA CUP-ALTERNATIVA MUNICIPALISTA,25
LA SEU D'URGELL,SOLSONA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,SOLSONA,CS,"CIUTADANS, PARTIDO POR LA CIUDADANIA",25
LA SEU D'URGELL,SOLSONA,VOX,VOX,25
LA SEU D'URGELL,SOLSONA,JUNTS,JUNTS PER SOLSONA,25
LA SEU D'URGELL,"VALLS D'AGUILAR, LES",IXVA-AM,INDEPENDENTS PER VALLS D'AGUILAR-ACORD MUNICIPAL,25
LA SEU D'URGELL,"VALLS D'AGUILAR, LES",JXCAT-JUNTS,JUNTS PER LES VALLS D'AGUILAR,25
LA SEU D'URGELL,"VALLS DE VALIRA, LES",IVV-ERC-AM,INDEPENDENTS DE LES VALLS DE VALIRA-ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
LA SEU D'URGELL,"VALLS DE VALIRA, LES",JXCAT-JUNTS,JUNTS PER VALLS DE VALIRA,25
LA SEU D'URGELL,"VANSA I FÓRNOLS, LA",AV,ALTERNATIVA PER LA VALL,25
LA SEU D'URGELL,"VANSA I FÓRNOLS, LA",CXLVF-CP,COMPROMÍS X LA VANSA I FÓRNOLS-CANDIDATURA DE PROGRÉS,25
LA SEU D'URGELL,"VANSA I FÓRNOLS, LA",JXCAT-JUNTS,JUNTS PER LA VANSA I FÓRNOLS,25
LA SEU D'URGELL,EATIM ARANSA,JXCAT-JUNTS,JUNTS PER CATALUNYA,25
LA SEU D'URGELL,EATIM ARSINDEPENDENTS DE LES VALLS DE VALIRA-ESQUERRA REPUBLICANA DE CATALUNYA-ACORD,IVV-ERC-AM,MUNICIPAL,25
LA SEU D'URGELL,EATIM ASNURRI,AS19,ASNURRI 2019,25
LA SEU D'URGELL,EATIM ASNURRI,IVV-ERC-AM,MUNICIPAL,25
LA SEU D'URGELL,EATIM BESCARAN,JXCAT-JUNTS,JUNTS PER BESCARAN,25
LA SEU D'URGELL,EATIM CANALDA,JUNTSXCAT-JUNTS,JUNTS PER CATALUNYA,25
LA SEU D'URGELL,EATIM CIVISINDEPENDENTS DE LES VALLS DE VALIRA-ESQUERRA REPUBLICANA DE CATALUNYA-ACORD,IVV-ERC-AM,MUNICIPAL,25
LA SEU D'URGELL,EATIM GUARDIA D'ARES,JXCAT-JUNTS,JUNTS PER GUÀRDIA D'ARES,25
LA SEU D'URGELL,EATIM JOSA DE CADI,JXCAT-JUNTS,JUNTS PER JOSA DE CADÍ,25
LA SEU D'URGELL,EATIM ARCAVELL I LA FARGA DE MOLESINDEPENDENTS DE LES VALLS DE VALIRA-ESQUERRA REPUBLICANA DE CATALUNYA-ACORD,IVV-ERC-AM,MUNICIPAL,25
LA SEU D'URGELL,EATIM OS DE CIVIS,JXCAT-JUNTS,JUNTS PER OS DE CIVÍS,25
LA SEU D'URGELL,EATIM PI,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
LA SEU D'URGELL,EATIM PI,EN-CERD,ENDAVANT CERDANYA,25
LA SEU D'URGELL,EATIM PI,JXCAT-JUNTS,JUNTS PER CATALUNYA,25
LA SEU D'URGELL,EATIM SANT JOAN FUMAT,JXCAT-JUNTS,JUNTS PER SANT JOAN FUMAT,25
LA SEU D'URGELL,EATIM TAUS,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACONR MUNICIPAL,25
LA SEU D'URGELL,EATIM VILA I VALL DE CASTELLBÒ,JXCAT-JUNTS,JUNTS PER VILA I VALL DE CASTELLBÒ,25
LA SEU D'URGELL,EATIM VILA I VALL DE CASTELLBÒ,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
LA SEU D'URGELL,EATIM VILEC I ESTANA,PMM-AM,PER MONTELLÀ I MARTINET,25
TREMP,ABELLA DE LA CONCA,NA,COMPROMÍS PEL MUNICIPI-CANDIDATURA DE PROGRÉS,25
TREMP,ABELLA DE LA CONCA,NA,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
TREMP,ABELLA DE LA CONCA,NA,"JUNTS PER ABELLA DE LA CONCAADMINISTRACIÓ ELECTORAL 312  NÚMERO 83BUTLLETÍ OFICIAL DE LA PROVÍNCIA DE LLEIDA DIMARTS, 30 D'ABRIL DE 2019",25
TREMP,ALINS,NA,ENDAVANT VALLFERRERA,25
TREMP,ALINS,NA,JUNTS PER LA VALL FARRERA,25
TREMP,ALINS,CONTINUACIÓ CANDIDATURES DE LA CIRCUMSCRIPCIÓ ELECTORAL D'ALINS,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
TREMP,ALINS,NA,"COMPROMÍS X ALINS – CANDIDATURA DE PROGRÉSADMINISTRACIÓ ELECTORAL 314  NÚMERO 83BUTLLETÍ OFICIAL DE LA PROVÍNCIA DE LLEIDA DIMARTS, 30 D'ABRIL DE 2019ENTITAT MUNICIPAL DESCENTRALITZADA D'AINET DE BESAN",25
TREMP,ALINS,NA,"JUNTS PER CATALUNYAADMINISTRACIÓ ELECTORAL 315  NÚMERO 83BUTLLETÍ OFICIAL DE LA PROVÍNCIA DE LLEIDA DIMARTS, 30 D'ABRIL DE 2019ENTITAT MUNICIPAL DESCENTRALITZADA D'ARAÓS",25
TREMP,ALINS,NA,"JUNTS PER CATALUNYAADMINISTRACIÓ ELECTORAL 316  NÚMERO 83BUTLLETÍ OFICIAL DE LA PROVÍNCIA DE LLEIDA DIMARTS, 30 D'ABRIL DE 2019ENTITAT MUNICIPAL DESCENTRALITZADA D'AREUSENSE CAP CANDIDATURA PRESENTADAADMINISTRACIÓ ELECTORAL 317  NÚMERO 83BUTLLETÍ OFICIAL DE LA PROVÍNCIA DE LLEIDA DIMARTS, 30 D'ABRIL DE 2019",25
TREMP,ALT ÀNEU,NA,IMPULS ALT ÀNEUSUPLENTS:S1. ADRIÀ ESPLANDIU ARNALOTS2. MARIA ISABEL PLANES RISPA,25
TREMP,ALT ÀNEU,CONTINUACIÓ CANDIDATURES DE LA CIRCUMSCRIPCIÓ ELECTORAL D'ALT ÀNEU,JUNTS PER LES VALLS D'ÀNEU-ALT ÀNEU,25
TREMP,ALT ÀNEU,NA,"FEM MUNICIPI-VIU L'ALT ÀNEU-ACORD MUNICIPALSUPLENTS:S1. JOSÉ CORTINA JUCLAS2. MARIA DOLORS ABADIA PALAUS3. MANEL BALDRICH MILLETS4. ANTONIO BETRAN BARADOS5. EVA RAFOLS FONTANALSADMINISTRACIÓ ELECTORAL 319  NÚMERO 83BUTLLETÍ OFICIAL DE LA PROVÍNCIA DE LLEIDA DIMARTS, 30 D'ABRIL DE 2019ENTITAT MUNICIPAL DESCENTRALITZADA D'ISIL I ALÓS",25
TREMP,ALT ÀNEU,NA,IMPULS ISIL I ALÓSSUPLENTS:S1. ÓSCAR VIDAL PELEGRÍ,25
TREMP,ALT ÀNEU,NA,"JUNTS PER ISIL I ALÓSADMINISTRACIÓ ELECTORAL 320  NÚMERO 83BUTLLETÍ OFICIAL DE LA PROVÍNCIA DE LLEIDA DIMARTS, 30 D'ABRIL DE 2019ENTITAT UNICIPAL DESCENTRALITZADA DE SORPE",25
TREMP,ALT ÀNEU,NA,"COMPROMÍS X SORPE-CANDIDATURA DE PROGRÉSADMINISTRACIÓ ELECTORAL 321  NÚMERO 83BUTLLETÍ OFICIAL DE LA PROVÍNCIA DE LLEIDA DIMARTS, 30 D'ABRIL DE 2019",25
TREMP,BAIX PALLARS,NA,SOM-HI BAIX PALLARS,25
TREMP,BAIX PALLARS,NA,"FEM MUNICIPI-ACORD MUNICIPALADMINISTRACIÓ ELECTORAL 322  NÚMERO 83BUTLLETÍ OFICIAL DE LA PROVÍNCIA DE LLEIDA DIMARTS, 30 D'ABRIL DE 2019ENTITAT MUNICIPAL DESCENTRALITZADA DE SELLUI",25
TREMP,BAIX PALLARS,NA,"INDEPENDENTS PER SELLUIADMINISTRACIÓ ELECTORAL 323  NÚMERO 83BUTLLETÍ OFICIAL DE LA PROVÍNCIA DE LLEIDA DIMARTS, 30 D'ABRIL DE 2019",25
TREMP,CASTELL DE MUR,NA,COMPROMÍS X CASTELL DE MUR-CANDIDATURA DE PROGRÉS,25
TREMP,CASTELL DE MUR,NA,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
TREMP,CASTELL DE MUR,NA,"JUNTS PER CASTELL DE MURADMINISTRACIÓ ELECTORAL 324  NÚMERO 83BUTLLETÍ OFICIAL DE LA PROVÍNCIA DE LLEIDA DIMARTS, 30 D'ABRIL DE 2019",25
TREMP,CONCA DE DALT,NA,"JUNTS PER CONCA DE DALTSUPLENTS:S1. NÚRIA AGULLÓ BARCELÓS2. ROSA CHIMISANA REYS3. ASUNCIÓN MITJANA ISARNS4. ANTONIO CARRIÓ COMAADMINISTRACIÓ ELECTORAL 325  NÚMERO 83BUTLLETÍ OFICIAL DE LA PROVÍNCIA DE LLEIDA DIMARTS, 30 D'ABRIL DE 2019ENTITAT MUNICIPAL DESCENTRALITZADA DE SOSSÍS",25
TREMP,CONCA DE DALT,NA,COALICIÓ CANDIDATURA DE PROGRÉS,25
TREMP,CONCA DE DALT,NA,"JUNTS PER CATALUNYAADMINISTRACIÓ ELECTORAL 326  NÚMERO 83BUTLLETÍ OFICIAL DE LA PROVÍNCIA DE LLEIDA DIMARTS, 30 D'ABRIL DE 2019",25
TREMP,ESPOT,NA,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,25
TREMP,ESPOT,CP,COMPROMÍS X ESPOT-CANDIDATURA DE PROGRÉS,25
TREMP,ESPOT,NA,"JUNTS PER LES VALLS D'ÀNEU-ESPOTADMINISTRACIÓ ELECTORAL 327  NÚMERO 83BUTLLETÍ OFICIAL DE LA PROVÍNCIA DE LLEIDA DIMARTS, 30 D'ABRIL DE 2019",25
TREMP,ESTERRI D'ÀNEU,NA,MUNICIPIS INDEPENDENTS,25
TREMP,ESTERRI D'ÀNEU,NA,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPALSUPLENTS:S1. MERITXELL SALVADOR PÉREZS2. JOAN GASIA FONTS3. BEATRIU MARTINEZ BALLESTÉS4. JOAN ANTONI BLANCO BARRILADOS5. ADRIANA VIDAL BABOTS6. RAMON VILLUENDAS PALOBART,25
TREMP,ESTERRI D'ÀNEU,NA,"JUNTS PER LES VALLS D'ÀNEU-ESTERRI D'ÀNEUSUPLENTS:S1. CONSUELO OLAVE GARCIAADMINISTRACIÓ ELECTORAL 328  NÚMERO 83BUTLLETÍ OFICIAL DE LA PROVÍNCIA DE LLEIDA DIMARTS, 30 D'ABRIL DE 2019",25
TREMP,ESTERRI DE CARDÓS,NA,COMPROMÍS X ESTERRI DE CARDÓS-CANDIDATURA DE PROGRÉS,25
TREMP,ESTERRI DE CARDÓS,NA,JUNTS PER CATALUNYA,25
TREMP,ESTERRI DE CARDÓS,NA,"FEM MUNICIPI-ACORD MUNICIPALADMINISTRACIÓ ELECTORAL 329  NÚMERO 83BUTLLETÍ OFICIAL DE LA PROVÍNCIA DE LLEIDA DIMARTS, 30 D'ABRIL DE 2019",25
TREMP,FARRERA,NA,PARTIT POPULAR/ PARTIDO POPULAR,25
TREMP,FARRERA,NA,JUNTS PER CATALUNYA,25
TREMP,FARRERA,NA,ESQUERRA REPUBLICANA DE CATALUNYA-FEM MUNICIPI – ACORD MUNICIPAL,25
TREMP,FARRERA,NA,"COMPROMÍS X FARRERA-CANDIDATURA DE PROGRÉSADMINISTRACIÓ ELECTORAL 330  NÚMERO 83BUTLLETÍ OFICIAL DE LA PROVÍNCIA DE LLEIDA DIMARTS, 30 D'ABRIL DE 2019",25
TREMP,GAVET DE LA CONCA,NA,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPALSUPLENTS:S.1 ROGER PASTOR LORENTES.2 LAURA LARA BONILLOS.3 JORDI JURADO PALACÍN,25
