location_id,muni_name,party_acronym,political_party_slug,political_party_long_name,seats_available,party_seats,rank
09327,Rublacedo de Abajo,PP,pp,PARTIDO POPULAR,3,1,2
09328,Rucandio,PP,pp,PARTIDO POPULAR,3,1,2
09303,Rábanos,P.S.O.E.,NA,NA,3,1,2
09330,Salas de los Infantes,PP,pp,PARTIDO POPULAR,9,3,2
09332,Saldaña de Burgos,P.S.O.E.,NA,NA,5,1,2
09334,Salinillas de Bureba,Cs,NA,NA,3,1,2
09335,San Adrián de Juarros,P.S.O.E.,NA,NA,3,1,2
09337,San Juan del Monte,P.S.O.E.,NA,NA,5,1,2
09338,San Mamés de Burgos,P.S.O.E.,NA,NA,7,2,2
09339,San Martín de Rubiales,PP,pp,PARTIDO POPULAR,5,1,2
09345,Santa Cruz de la Salceda,P.S.O.E.,NA,NA,5,1,2
09347,Santa Gadea del Cid,PP,pp,PARTIDO POPULAR,5,1,2
09352,Santa María del Mercadillo,P.S.O.E.,NA,NA,5,1,2
09354,Santa Olalla de Bureba,PP,pp,PARTIDO POPULAR,3,1,2
09356,Santibáñez del Val,Cs,NA,NA,3,1,2
09361,Sargentes de la Lora,Cs,NA,NA,5,1,2
09362,Sarracín,P.S.O.E.,NA,NA,5,2,2
09363,Sasamón,PP,pp,PARTIDO POPULAR,7,2,2
09366,Solarana,VOX,NA,NA,3,1,2
09368,Sordillos,Cs,NA,NA,3,1,2
09369,Sotillo de la Ribera,P.S.O.E.,NA,NA,7,1,2
09372,Sotragero,PP,pp,PARTIDO POPULAR,7,2,2
09373,Sotresgudo,Cs,NA,NA,7,1,2
09374,Susinos del Páramo,PP,pp,PARTIDO POPULAR,5,1,2
09375,Tamarón,PP,pp,PARTIDO POPULAR,3,1,2
09377,Tardajos,Cs,NA,NA,7,3,2
09381,Tinieblas de la Sierra,PCAS-TC-PACTO,NA,NA,3,1,2
09386,Torrecilla del Monte,P.S.O.E.,NA,NA,3,1,2
09388,Torrelara,PP,NA,NA,3,1,2
09389,Torrepadre,IU-BU,NA,NA,3,1,2
09390,Torresandino,PP,pp,PARTIDO POPULAR,7,2,2
09392,Tosantos,PP,NA,NA,3,1,2
09395,Tubilla del Agua,P.S.O.E.,NA,NA,5,1,2
09391,Tórtoles de Esgueva,PCAS-TC-PACTO,NA,NA,7,2,2
09405,Valdezate,VOX,NA,NA,5,1,2
09406,Valdorros,PODEMOS,NA,NA,7,1,2
09904,Valle de las Navas,PP,pp,PARTIDO POPULAR,7,2,2
09908,Valle de Losa,PCAS-TC-PACTO,NA,NA,7,1,2
09409,Valle de Manzanedo,PP,pp,PARTIDO POPULAR,5,1,2
09410,Valle de Mena,PP,pp,PARTIDO POPULAR,11,4,2
09411,Valle de Oca,PP,pp,PARTIDO POPULAR,5,2,2
09902,Valle de Santibáñez,P.S.O.E.,NA,NA,7,2,2
09905,Valle de Sedano,IB,NA,NA,7,3,2
09412,Valle de Tobalina,P.S.O.E.,NA,NA,7,2,2
09413,Valle de Valdebezana,Cs,NA,NA,7,2,2
09414,Valle de Valdelaguna,Cs,NA,NA,5,1,2
09415,Valle de Valdelucio,PP,pp,PARTIDO POPULAR,7,2,2
09416,Valle de Zamanzas,AVZ-IB,NA,NA,3,1,2
09418,Valles de Palenzuela,PP,pp,PARTIDO POPULAR,3,1,2
09407,Valmala,PODEMOS,NA,NA,3,1,2
09422,"Vid de Bureba, La",Cs,NA,NA,3,1,2
09421,"Vid y Barrios, La",PP,pp,PARTIDO POPULAR,5,2,2
09423,Vileña,P.S.O.E.,NA,NA,3,1,2
09427,Villadiego,P.S.O.E.,NA,NA,9,2,2
09429,Villaescusa la Sombría,P.S.O.E.,NA,NA,3,1,2
09430,Villaespasa,Cs,NA,NA,3,1,2
09431,Villafranca Montes de Oca,Cs,NA,NA,5,1,2
09433,Villagalijo,PP,pp,PARTIDO POPULAR,3,1,2
09434,Villagonzalo Pedernales,Cs,NA,NA,9,3,2
09437,Villahoz,P.S.O.E.,NA,NA,7,2,2
09438,Villalba de Duero,Cs,NA,NA,7,3,2
09439,Villalbilla de Burgos,P.S.O.E.,NA,NA,9,2,2
09440,Villalbilla de Gumiel,PP,pp,PARTIDO POPULAR,3,1,2
09442,Villalmanzo,PP,pp,PARTIDO POPULAR,7,3,2
09445,Villambistia,P.S.O.E.,NA,NA,3,1,2
09447,Villamiel de la Sierra,PP,NA,NA,3,1,2
09448,Villangómez,PP,pp,PARTIDO POPULAR,5,2,2
09449,Villanueva de Argaño,PP,pp,PARTIDO POPULAR,5,1,2
09451,Villanueva de Gumiel,PP,pp,PARTIDO POPULAR,7,3,2
09454,Villanueva de Teba,Cs,NA,NA,3,1,2
09455,Villaquirán de la Puebla,PP,pp,PARTIDO POPULAR,3,1,2
09456,Villaquirán de los Infantes,P.S.O.E.,NA,NA,5,1,2
09903,Villarcayo de Merindad de Castilla la Vieja,Cs,NA,NA,11,3,2
09458,Villariezo,P.S.O.E.,NA,NA,7,2,2
09460,Villasandino,Cs,NA,NA,5,1,2
09463,Villasur de Herreros,VECINOS,NA,NA,7,2,2
09466,Villaverde del Monte,PP,pp,PARTIDO POPULAR,5,1,2
09467,Villaverde-Mogina,P.S.O.E.,NA,NA,3,1,2
09472,Villazopeque,PP,pp,PARTIDO POPULAR,3,1,2
09476,Villoruebo,PP,pp,PARTIDO POPULAR,3,1,2
09482,Zarzosa de Río Pisuerga,P.S.O.E.,NA,NA,3,1,2
09483,Zazuar,Cs,NA,NA,5,2,2
09485,Zuñeda,P.S.O.E.,NA,NA,3,1,2
09398,Úrbel del Castillo,P.S.O.E.,NA,NA,3,1,2
09907,Alfoz de Quintanadueñas,PP,pp,PARTIDO POPULAR,11,1,3
09018,Aranda de Duero,Cs,NA,NA,21,3,3
09019,Arandilla,Cs,NA,NA,5,1,3
09023,Arcos,IU-IB,NA,NA,9,1,3
09026,Arlanzón,Cs,NA,NA,7,2,3
09048,Belorado,P.S.O.E.,NA,NA,9,1,3
09056,Briviesca,PODEMOS-IU,NA,NA,13,3,3
09059,Burgos,Cs,NA,NA,27,5,3
09064,Caleruega,PCAS-TC-PACTO,NA,NA,7,1,3
09072,Carcedo de Burgos,AECARMOD,NA,NA,7,1,3
09073,Cardeñadijo,PP,pp,PARTIDO POPULAR,9,2,3
09074,Cardeñajimeno,PP,pp,PARTIDO POPULAR,9,1,3
09086,Castrillo del Val,AE-CV,NA,NA,7,1,3
09100,Cerratón de Juarros,VOX,NA,NA,3,1,3
09108,Cogollos,Cs,NA,NA,7,1,3
09109,Condado de Treviño,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,9,2,3
09124,Espinosa de los Monteros,Cs,NA,NA,9,1,3
09162,Hontoria de la Cantera,CHDLC,NA,NA,5,1,3
09177,Ibeas de Juarros,Cs,NA,NA,9,1,3
09194,Lerma,Cs,NA,NA,11,2,3
09209,Medina de Pomar,PP,pp,PARTIDO POPULAR,13,2,3
09211,Melgar de Fernamental,P.S.O.E.,NA,NA,9,1,3
09906,Merindad de Río Ubierna,Cs,NA,NA,9,1,3
09215,Merindad de Sotoscueva,I.M.C.,NA,NA,7,1,3
09217,Merindad de Valdivielso,P.S.O.E.,NA,NA,7,1,3
09219,Miranda de Ebro,Cs,NA,NA,21,2,3
09261,Peñaranda de Duero,P.S.O.E.,NA,NA,7,2,3
09276,"Puebla de Arganzón, La",PP,pp,PARTIDO POPULAR,7,1,3
09289,Quintanar de la Sierra,Cs,NA,NA,9,1,3
09901,Quintanilla del Agua y Tordueles,AEQT,NA,NA,7,1,3
09306,Rebolledo de la Torre,Cs,NA,NA,5,1,3
09315,Revillarruz,PCAS-TC-IMAGINA,NA,NA,7,1,3
09330,Salas de los Infantes,Cs,NA,NA,9,1,3
09363,Sasamón,VOX,NA,NA,7,2,3
09369,Sotillo de la Ribera,PP,pp,PARTIDO POPULAR,7,1,3
09377,Tardajos,P.S.O.E.,NA,NA,7,1,3
09390,Torresandino,P.S.O.E.,NA,NA,7,1,3
09391,Tórtoles de Esgueva,P.S.O.E.,NA,NA,7,2,3
09410,Valle de Mena,VM,NA,NA,11,1,3
09905,Valle de Sedano,P.S.O.E.,NA,NA,7,1,3
09412,Valle de Tobalina,VenT,NA,NA,7,2,3
09413,Valle de Valdebezana,I.M.C.,NA,NA,7,2,3
09415,Valle de Valdelucio,P.S.O.E.,NA,NA,7,1,3
09434,Villagonzalo Pedernales,PP,pp,PARTIDO POPULAR,9,1,3
09439,Villalbilla de Burgos,ALI,NA,NA,9,2,3
09454,Villanueva de Teba,PP,NA,NA,3,1,3
09903,Villarcayo de Merindad de Castilla la Vieja,PP,pp,PARTIDO POPULAR,11,3,3
09458,Villariezo,VISI,NA,NA,7,1,3
09460,Villasandino,P.S.O.E.,NA,NA,5,1,3
09907,Alfoz de Quintanadueñas,Cs,NA,NA,11,1,4
09018,Aranda de Duero,PODEMOS,NA,NA,21,2,4
09023,Arcos,Cs,NA,NA,9,1,4
09056,Briviesca,Cs,NA,NA,13,2,4
09059,Burgos,VOX,NA,NA,27,2,4
09109,Condado de Treviño,PP,pp,PARTIDO POPULAR,9,1,4
09209,Medina de Pomar,SOMOS MEDINA,somos-medina,SOMOS MEDINA,13,1,4
09219,Miranda de Ebro,I.U.,NA,NA,21,2,4
09289,Quintanar de la Sierra,AQUI,NA,NA,9,1,4
09330,Salas de los Infantes,P.S.O.E.,NA,NA,9,1,4
09439,Villalbilla de Burgos,Cs,NA,NA,9,1,4
09903,Villarcayo de Merindad de Castilla la Vieja,P.S.O.E.,NA,NA,11,2,4
09018,Aranda de Duero,VOX,NA,NA,21,2,5
09059,Burgos,PODEMOS,NA,NA,27,2,5
09109,Condado de Treviño,EH Bildu,NA,NA,9,1,5
09219,Miranda de Ebro,PODEMOS,NA,NA,21,1,5
09330,Salas de los Infantes,VOX,NA,NA,9,1,5
09018,Aranda de Duero,IU-Q-PCAS-TC-IB,NA,NA,21,1,6
09109,Condado de Treviño,CPT,NA,NA,9,1,6
10001,Abadía,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,4,1
10002,Abertura,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,6,1
10003,Acebo,PP,pp,PARTIDO POPULAR,7,4,1
10004,Acehúche,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,4,1
10005,Aceituna,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,4,1
10006,Ahigal,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9,7,1
10903,Alagón del Río,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,3,1
10007,Albalá,PP,pp,PARTIDO POPULAR,7,4,1
10009,Alcollarín,PP,pp,PARTIDO POPULAR,5,5,1
10010,Alcuéscar,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,11,6,1
10008,Alcántara,PP,pp,PARTIDO POPULAR,9,5,1
10012,Aldea del Cano,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,6,1
10013,"Aldea del Obispo, La",PP,pp,PARTIDO POPULAR,7,7,1
10011,Aldeacentenera,AIA,NA,NA,7,4,1
10014,Aldeanueva de la Vera,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,11,8,1
10015,Aldeanueva del Camino,PP,pp,PARTIDO POPULAR,7,4,1
10016,Aldehuela de Jerte,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,4,1
10018,Aliseda,PP,pp,PARTIDO POPULAR,9,5,1
10019,Almaraz,PP,pp,PARTIDO POPULAR,9,4,1
10020,Almoharín,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9,5,1
10017,Alía,PP,pp,PARTIDO POPULAR,7,4,1
10021,Arroyo de la Luz,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,13,7,1
10023,Arroyomolinos,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,3,1
10022,Arroyomolinos de la Vera,PP,pp,PARTIDO POPULAR,7,4,1
10025,Barrado,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,4,1
10024,Baños de Montemayor,PP,pp,PARTIDO POPULAR,7,5,1
10026,Belvís de Monroy,ESTREMEÑUS,NA,NA,7,5,1
10027,Benquerencia,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,3,2,1
10028,Berrocalejo,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,3,2,1
10029,Berzocana,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,5,1
10030,Bohonal de Ibor,PP,pp,PARTIDO POPULAR,7,4,1
10031,Botija,PP,pp,PARTIDO POPULAR,5,4,1
10032,Brozas,PP,pp,PARTIDO POPULAR,9,4,1
10033,Cabañas del Castillo,PP,pp,PARTIDO POPULAR,7,7,1
10034,Cabezabellosa,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,4,1
10035,Cabezuela del Valle,PP,pp,PARTIDO POPULAR,11,4,1
10036,Cabrero,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,5,1
10038,Cachorrilla,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,3,2,1
10039,Cadalso,PP,pp,PARTIDO POPULAR,7,5,1
10040,Calzadilla,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,6,1
10041,Caminomorisco,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9,5,1
10042,Campillo de Deleitosa,PP,pp,PARTIDO POPULAR,3,2,1
10043,Campo Lugar,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,4,1
10046,Carbajo,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,5,5,1
10047,Carcaboso,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9,5,1
10048,Carrascalejo,PP,pp,PARTIDO POPULAR,5,4,1
10049,Casar de Cáceres,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,11,6,1
10050,Casar de Palomero,PP,pp,PARTIDO POPULAR,9,5,1
10051,Casares de las Hurdes,PP,pp,PARTIDO POPULAR,7,6,1
10052,Casas de Don Antonio,PP,pp,PARTIDO POPULAR,5,4,1
10053,Casas de Don Gómez,PP,pp,PARTIDO POPULAR,7,4,1
10056,Casas de Millán,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,4,1
10057,Casas de Miravete,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,5,4,1
10054,Casas del Castañar,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,5,1
10055,Casas del Monte,PP,pp,PARTIDO POPULAR,7,3,1
10058,Casatejada,AICA,NA,NA,9,5,1
10059,Casillas de Coria,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,6,1
10060,Castañar de Ibor,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9,6,1
10044,Cañamero,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9,5,1
10045,Cañaveral,ALTERNATIVA POR CAÑAVERAL,NA,NA,9,5,1
10061,Ceclavín,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9,4,1
10062,Cedillo,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,4,1
10063,Cerezo,PSOE,NA,NA,5,4,1
10064,Cilleros,PP,pp,PARTIDO POPULAR,9,5,1
10065,Collado de la Vera,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,5,4,1
10066,Conquista de la Sierra,PP,pp,PARTIDO POPULAR,5,3,1
10067,Coria,PP,pp,PARTIDO POPULAR,17,9,1
10068,Cuacos de Yuste,PP,pp,PARTIDO POPULAR,7,5,1
10069,"Cumbre, La",I.L.C.,NA,NA,7,5,1
10037,Cáceres,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,25,9,1
10070,Deleitosa,PP,pp,PARTIDO POPULAR,7,5,1
10071,Descargamaría,PP,pp,PARTIDO POPULAR,5,4,1
10072,Eljas,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,5,1
10073,Escurial,PP,pp,PARTIDO POPULAR,7,4,1
10075,Fresnedoso de Ibor,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,6,1
10076,Galisteo,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,4,1
10077,Garciaz,Cs,NA,NA,7,5,1
10079,Garganta la Olla,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,2,1
10078,"Garganta, La",PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,5,1
10080,Gargantilla,PP,pp,PARTIDO POPULAR,7,5,1
10081,Gargüera,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,5,4,1
10082,Garrovillas de Alconétar,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,11,5,1
10083,Garvín,PP,pp,PARTIDO POPULAR,3,2,1
10084,Gata,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9,5,1
10085,"Gordo, El",PP,pp,PARTIDO POPULAR,7,4,1
10086,"Granja, La",PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,5,1
10087,Guadalupe,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9,6,1
10088,Guijo de Coria,PP,pp,PARTIDO POPULAR,5,4,1
10089,Guijo de Galisteo,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9,8,1
10090,Guijo de Granadilla,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,3,1
10091,Guijo de Santa Bárbara,PP,pp,PARTIDO POPULAR,7,4,1
10092,Herguijuela,AVH,NA,NA,7,4,1
10093,Hernán-Pérez,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,6,1
10094,Herrera de Alcántara,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,5,1
10095,Herreruela,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,4,1
10096,Hervás,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,11,5,1
10097,Higuera,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,5,4,1
10098,Hinojal,PP,pp,PARTIDO POPULAR,7,4,1
10099,Holguera,PP,pp,PARTIDO POPULAR,7,3,1
10100,Hoyos,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,6,1
10101,Huélaga,PP,pp,PARTIDO POPULAR,5,5,1
10102,Ibahernando,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,5,1
10103,Jaraicejo,PP,pp,PARTIDO POPULAR,7,4,1
10105,Jarandilla de la Vera,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,11,7,1
10104,Jaraíz de la Vera,PP,pp,PARTIDO POPULAR,13,9,1
10106,Jarilla,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,5,4,1
10107,Jerte,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9,5,1
10108,Ladrillar,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,5,3,1
10109,Logrosán,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,11,6,1
10110,Losar de la Vera,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,11,6,1
10111,Madrigal de la Vera,PP,pp,PARTIDO POPULAR,9,5,1
10112,Madrigalejo,PP,pp,PARTIDO POPULAR,9,6,1
10113,Madroñera,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,11,6,1
10114,Majadas,ESTREMEÑUS,NA,NA,9,7,1
10115,Malpartida de Cáceres,PP,pp,PARTIDO POPULAR,11,6,1
10116,Malpartida de Plasencia,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,11,7,1
10117,Marchagaz,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,5,5,1
10118,Mata de Alcántara,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,5,1
10119,Membrío,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,3,1
10120,Mesas de Ibor,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,5,4,1
10121,Miajadas,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,13,7,1
10122,Millanes,PP,pp,PARTIDO POPULAR,7,4,1
10123,Mirabel,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,5,1
10124,Mohedas de Granadilla,PP,pp,PARTIDO POPULAR,7,4,1
10125,Monroy,PP,pp,PARTIDO POPULAR,7,4,1
10127,Montehermoso,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,13,6,1
10126,Montánchez,PP,pp,PARTIDO POPULAR,9,5,1
10128,Moraleja,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,13,10,1
10129,Morcillo,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,4,1
10130,Navaconcejo,PP,pp,PARTIDO POPULAR,11,5,1
10131,Navalmoral de la Mata,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,17,7,1
10132,Navalvillar de Ibor,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,6,1
10133,Navas del Madroño,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9,7,1
10134,Navezuelas,PP,pp,PARTIDO POPULAR,7,6,1
10135,Nuñomoral,PP,pp,PARTIDO POPULAR,9,6,1
10136,Oliva de Plasencia,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,5,1
10137,Palomero,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,3,1
10138,Pasarón de la Vera,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,6,1
10139,Pedroso de Acim,PP,pp,PARTIDO POPULAR,3,2,1
10140,Peraleda de la Mata,PP,pp,PARTIDO POPULAR,9,6,1
10141,Peraleda de San Román,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,4,1
10142,Perales del Puerto,PP,pp,PARTIDO POPULAR,7,4,1
10143,Pescueza,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,5,5,1
10144,"Pesga, La",PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9,5,1
10145,Piedras Albas,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,5,3,1
10146,Pinofranqueado,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9,6,1
10147,Piornal,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9,8,1
10148,Plasencia,PP,pp,PARTIDO POPULAR,21,12,1
10149,Plasenzuela,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,4,1
10150,Portaje,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,6,1
10151,Portezuelo,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,5,4,1
10152,Pozuelo de Zarzón,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,5,1
10905,Pueblonuevo de Miramontes,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,3,1
10153,Puerto de Santa Cruz,PP,pp,PARTIDO POPULAR,7,7,1
10154,Rebollar,PP,pp,PARTIDO POPULAR,5,4,1
10155,Riolobos,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9,6,1
10156,Robledillo de Gata,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,3,2,1
10157,Robledillo de la Vera,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,5,1
10158,Robledillo de Trujillo,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,5,1
10159,Robledollano,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,6,1
10160,Romangordo,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,6,1
10901,Rosalejo,PP,pp,PARTIDO POPULAR,9,5,1
10161,Ruanes,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,3,2,1
10162,Salorino,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,7,1
10163,Salvatierra de Santiago,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,5,1
10164,San Martín de Trevejo,PP,pp,PARTIDO POPULAR,7,4,1
10165,Santa Ana,PP,pp,PARTIDO POPULAR,5,4,1
10166,Santa Cruz de la Sierra,PP,pp,PARTIDO POPULAR,7,5,1
10167,Santa Cruz de Paniagua,PP,pp,PARTIDO POPULAR,7,4,1
10168,Santa Marta de Magasca,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,7,1
10169,Santiago de Alcántara,PP,pp,PARTIDO POPULAR,7,5,1
10170,Santiago del Campo,PP,pp,PARTIDO POPULAR,7,5,1
10171,Santibáñez el Alto,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,4,1
10172,Santibáñez el Bajo,PP,pp,PARTIDO POPULAR,7,4,1
10173,Saucedilla,ESTREMEÑUS,NA,NA,7,3,1
10174,Segura de Toro,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,5,4,1
10175,Serradilla,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9,6,1
10176,Serrejón,PP,pp,PARTIDO POPULAR,7,4,1
10177,Sierra de Fuentes,EXTREMADURA UNIDA,extremadura-unida,EXTREMADURA UNIDA,9,4,1
10179,Talaveruela de la Vera,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,5,1
10178,Talaván,ESTREMEÑUS,NA,NA,7,5,1
10180,Talayuela,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,13,6,1
10181,Tejeda de Tiétar,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,5,1
10904,Tiétar,PP,pp,PARTIDO POPULAR,7,4,1
10182,Toril,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,5,4,1
10183,Tornavacas,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9,5,1
10184,"Torno, El",PP,pp,PARTIDO POPULAR,7,4,1
10187,Torre de Don Miguel,PP,pp,PARTIDO POPULAR,7,4,1
10188,Torre de Santa María,PP,pp,PARTIDO POPULAR,7,4,1
10185,Torrecilla de los Ángeles,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,4,1
10186,Torrecillas de la Tiesa,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9,6,1
10189,Torrejoncillo,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,11,6,1
10190,Torrejón el Rubio,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7,3,1
10191,Torremenga,PP,pp,PARTIDO POPULAR,7,4,1
